x1,x2,y
-10.650983842893195,3.4293410828337887,-0.09538680948492466
2.05202274790817,-6.368451731303927,0.04493949668057252
-11.568904771735806,-11.889372524087497,-0.09610856003719659
3.7166208098711593,2.317855854607595,-0.184635962742407
2.5510627368269336,-12.479269513051026,-0.008627624592083178
-8.268943414189874,-5.354922482777126,-0.06471945805212342
-2.9349097393913546,-5.828178407377182,0.054807741801249324
0.7348000038163089,-0.07572609044981604,0.910721714892899
1.996311954873926,-5.350778696344933,-0.06819191943844773
-10.432339906842376,2.6801363722078424,-0.09929748889758205
-11.158328518719893,0.12457445883713092,-0.07492392137198534
-11.56715959010938,-8.864930090971068,0.1156148637343163
1.2869819297883236,-0.8569626247253197,0.6629237999687523
0.3571795429194218,-10.058925311368062,-0.058390934116065385
-4.134339064131558,4.303925328319053,-0.04354062575782331
-6.3724911605062085,-3.0470160224015324,0.0868760341167379
-11.215939114211594,2.5626096770368836,-0.05750192281039068
1.4276675807410175,-7.98068659383956,0.10439169148061406
-2.5325681543233554,0.5834951443822707,0.19624870224591467
-4.078437130689073,-4.055513250829886,-0.10774499977522049
2.2899750512879553,-10.973922584869134,-0.06812961393209942
-3.5837169871418197,-7.622283072971959,0.10853368232193439
-3.396465916285642,-6.47784705268088,0.09589602673058548
-12.12139252924452,0.4430897873297823,0.017340733786237024
-11.64790945314278,-2.629467688387736,-0.05022927316329483
3.8670650914906126,-5.626069490809687,0.06552229864609624
-12.395976651702895,3.7294582229952873,0.02235933496109275
-3.2074510417982083,-1.13317386500864,-0.037080823431922275
-8.28015582238122,-2.645548510512409,0.06058251342151842
-8.830163863495503,0.8742100797342633,0.06202107468476491
4.117288094584861,-2.4746405347936147,-0.19502571937350993
2.8709977114736063,3.3828285959563225,-0.224646827987627
-10.474733661933827,-4.140742036967826,-0.061730972120115135
1.000542782978469,-6.555961835975303,0.05269463275261425
-4.051869123360394,-5.74990217054389,0.12149912527494934
4.083899150724665,-1.5213599469145294,-0.2128958269617458
1.7585715019144832,0.43479229076373294,0.527341694122324
-12.111269412333915,-12.21204181187962,-0.04998987178656687
-2.6439968007002914,-10.643358781492003,-0.07213022004137178
-8.811429717797672,-8.128560736400175,-0.06193026079580497
4.378787444730939,3.5011824878473483,-0.09724402366080855
-10.644932179594955,-1.139393721334077,-0.08860876142369112
-5.25951891914884,-3.003842993136523,-0.029896849171544646
-0.11394346098586716,1.4912175148069498,0.6872865442090145
-9.50669430950584,-3.360239624768516,-0.0735145747389755
-12.340267717947366,-1.4877494846535964,-0.021833508228129624
-5.0840641733650545,-9.445456949141938,-0.10557900845176142
-0.04394159076162829,-4.871196853631336,-0.22425641127939236
-2.7420698986406666,-8.5070682399698,0.07489126403825054
3.471310194469492,1.6589515758219608,-0.14688623628463765
-6.906784738477826,-1.5498381201404268,0.10072624392726305
0.7354342762977613,4.29616250109018,-0.19790881091591958
-10.880690314321617,-9.366560515989667,0.060300673385118284
-1.723095705173506,-11.202989169549681,-0.08856403665390084
-10.79331656879652,-6.0618642374815535,-0.03732555052282245
