x1,x2,x3,x4,y
0.5879830647822505,655.8410589167617,0.39759089598103553,2.521299836939737,-690.8855143171738
0.16190488451392876,1104.9261083977876,0.6258290581595454,1.2259063585191323,-6651.672123163078
0.034015785680180384,506.88580889762056,0.44460819255801254,2.5624292082233167,-10318.234957231785
0.5665145457205545,861.9035207922925,0.3836730367392283,6.32546572644949,-908.7359483235631
0.0003980150861179754,883.3541422228848,0.36914800644357393,2.3860734917904223,-1275952.7033547289
0.11414509011769601,928.4141204091536,0.13109038686429605,5.041197444861404,-1660.2671792390304
0.6267149900759148,1039.090142224299,0.16644451141101746,2.23624730843408,-429.6625669289495
0.6357611348343952,357.70759633511125,0.1747217439234528,4.309915882260848,-153.4173696166364
0.26323841887038985,651.9086428411703,0.011276839912114733,6.088062105103195,-43.5042688172103
0.30555531400436736,213.04867426848205,0.020451664387811708,6.007883426199057,-22.099422408127065
0.08631833857026738,809.4783573997864,0.5091575658059512,3.118033255563486,-7436.524932267074
0.3148190135074783,993.0684983751407,0.6794912398987392,4.297369798760608,-3338.3027655189203
0.5447947078771969,420.5276642284722,0.3971598084180462,3.2247708628562224,-477.511528363912
0.6221441025708973,283.3633470437543,0.14639779582047205,4.132442521296118,-103.7546765619926
0.31266294193164196,1014.7761424151844,0.4885998938793758,4.312355276166639,-2469.9996400173354
0.09026522159977707,897.6459692910416,0.21967793174404246,2.1922569539195518,-3402.1703613321943
0.17322279166024682,1084.106731089014,0.08586375011750344,7.40697575346891,-837.0824178495294
0.5547259130141675,232.0572938857479,0.6924206260115618,7.515853674945143,-450.7703988100113
0.6800668816210894,855.0249523791447,0.6960255798853973,5.1831958164696585,-1362.662565805139
0.0023029576430296903,341.6236923585276,0.2234251272372372,6.0556675972544225,-51605.102636695905
0.1537913827221217,376.8235679659121,0.5431468268987794,6.605005161720024,-2072.7772740199894
0.6518492750911812,453.8870719571894,0.39852854290696693,5.507731440519223,-431.864086370616
0.5965328642886757,583.7556554605443,0.05078157894427959,4.919041841247532,-77.78053767887285
0.4349822545961575,551.7589839802108,0.38806300389007087,1.9309150015449235,-766.6742547766409
0.16148155912691664,918.7191274493651,0.4027836041481203,2.690430413660342,-3569.1037550872597
0.26568574035393655,411.1170528104467,0.49915576119703037,1.2223085432212106,-1202.863968432992
0.5087119045703639,429.9563554608443,0.1537067001791192,4.3116842839844,-202.85247280099705
0.15375922908053177,735.3554385313157,0.5560419252883216,6.258682202938143,-4141.388085149282
0.1907836425201184,431.0312937833446,0.4989919299097691,7.47496454398134,-1755.5423116029847
0.3011507961425658,920.5485044950775,0.547378574922818,1.3948481059179598,-2605.9908309578245
0.39457555973037,900.3782232396975,0.6558319700564685,6.1041720850126415,-2330.457713341119
0.5643171902701305,690.531384551583,0.18285482397206343,1.1490333784411164,-348.645782709428
0.3363249604458305,159.26670883749844,0.37065276922806784,3.959501592563397,-273.23204987217576
0.2111925650300268,622.6677318253066,0.002443918754522434,7.089296394834053,-11.104050985607415
0.548741742402386,823.3940186804377,0.5933132899903015,3.8880635459025603,-1386.3847653263338
0.3001348959750943,608.0979391829497,0.3586308860460322,2.0121904101483716,-1131.2167363617739
0.5121245133156518,882.3637747798861,0.37095341084542294,5.17179516033242,-995.6835725769304
0.301118469637809,620.4704335976655,0.6744886156207587,3.7837597340402263,-2164.686871485896
0.5808357890944037,762.3246685761005,0.4858139814815353,6.435741691246953,-992.9716384733216
0.33653940503386975,307.2862050065941,0.14427463276058428,6.033166734642907,-204.9426811359499
0.5291324151612046,597.0564778159636,0.6695812997403793,2.241284985383091,-1176.73691489194
0.16470006130493253,1015.3553500579882,0.06510796626154876,6.331538687404682,-625.0858694810157
0.4169314853488392,1019.6015739676046,0.1493277047887527,5.945576824029322,-569.0454383129929
0.612969676779675,679.9334249805363,0.52940181605909,4.270841888442608,-914.6466604015133
0.43732309306876155,473.6270831483323,0.5721746988509298,1.5057945033575293,-964.5878517751801
0.6673538955186095,687.4478657078777,0.14601677469027044,5.13002330992198,-234.8994632621488
0.056267423579282834,589.9520479280912,0.6326337289120799,7.002117056012445,-10329.869372720612
0.5640985664776977,862.478841449179,0.1570767685135322,4.600022074286244,-373.8541294473604
0.0181318357095532,357.3640589252716,0.5477441869830146,5.8081189889959965,-16811.701276139585
0.6197190279295707,438.33017873001893,0.10737534092513537,3.876104440486018,-118.37230396433162
0.027255345849171695,611.5365024189588,0.0823573066683066,5.925951878804539,-2877.5117634886324
0.5758614120491768,251.28786402225114,0.45663861833129804,2.8755431998250565,-310.3569378556647
0.049420142478887326,486.4411911452388,0.4487789518819467,1.7949612390445377,-6879.206433817722
0.12984835889381044,372.4647126344985,0.5150648345855183,6.736872166938219,-2301.0570621967304
0.0970523605878371,954.717203678228,0.42777238362756115,5.15516043027116,-6553.5140737075935
0.2037672468154085,279.6751619230169,0.4742465228564024,3.585884929399027,-1013.7286871634427
0.22120913329837447,183.26491356529067,0.2306528663611249,5.951975040310188,-297.30082028901336
0.6287170568352889,873.4527415373844,0.08731307401761339,2.613602277470209,-188.9447571764184
0.5102259680815778,296.3718157572806,0.27118456127137264,2.125341485052836,-245.59620622420903
0.19047999396166213,392.9732065488888,0.6302782329967211,5.860089673739647,-2025.0100541567547
0.6934807084077592,765.8343940127237,0.6339245195547044,2.6453031747831277,-1090.3318450742381
0.5218136068350754,720.751816489127,0.6657199780744794,2.6127500388711633,-1431.9971391160993
0.5236474793814866,769.1305051148339,0.4249251966006313,2.1990904338111403,-971.9238301183249
0.6329354370708056,1089.6496153087785,0.08651921908780039,5.270553595623039,-231.8993450912898
0.6221575915629727,192.10213182722245,0.3111039738736779,3.028205810650851,-149.3960698250412
0.2647012443742076,494.39550904520263,0.07501477182467027,1.4690983429373428,-218.04925721865067
0.36544408370720427,557.3897726664152,0.4082029091767317,5.964310674067245,-969.7118164176533
0.434621027995917,382.81108741131527,0.4885311781422135,3.716603768286755,-670.0722314238992
0.5061129620700037,730.3129582644183,0.33356221795645163,5.019168051838061,-749.7905912799321
0.37917835631733293,185.90753003193413,0.16326566678898347,1.1393416714027822,-125.06769533629989
0.6349637325244947,839.6363311433034,0.29146596589499046,7.016324100604865,-600.677293723016
0.28561957114611364,310.4671803262162,0.04240182086588659,2.5648227293134416,-72.06554100291746
0.23414642795825935,135.79532591123717,0.08472651762649071,5.0330390316231295,-76.37448364848156
0.20750221636007457,1080.5908454434402,0.2252726312999101,4.1461626269794785,-1826.79073467219
0.030894206247631336,834.7706155808831,0.08792435973711177,4.164947342781797,-3699.524356205584
0.6064249675985453,266.511832617309,0.13056006838487838,2.1284451814469163,-89.2813393052694
0.32652974918720395,594.2326212694645,0.1344475125929105,6.15749906441378,-381.1479318496208
0.026316031483438283,1079.7323665113147,0.6151957048967015,4.865576070095138,-39310.52089673682
0.38196475571571303,627.1591205889015,0.19136488189193948,3.79643767863574,-489.38086244943497
0.5256229346604621,899.6861797553953,0.6967567019747555,7.315145191165471,-1857.7185929360928
0.4130022502265298,644.2243017123677,0.41768513899038745,3.4537536979738213,-1014.7475745261066
0.5855482621004552,388.66717337715056,0.2046777980701031,7.335999765031714,-211.5873350160608
0.5046598981095957,176.38563719470653,0.4027180636787694,4.060076578095946,-219.22044619417738
0.5271884649525697,1078.058941637348,0.43732401984285335,4.964632685330984,-1393.1897750988578
0.6617883458236712,918.3323301230598,0.3697682041976526,7.114300176415863,-799.0068972153209
0.4605472013453078,820.2788200010392,0.6685931232386273,3.931267761071696,-1854.9403244598745
0.34004286911141113,1072.344403289895,0.3881524842947209,3.394368395320891,-1906.4376928953693
0.32657806765176556,853.3528420741378,0.4856131014225871,3.509027741692788,-1976.0439387392637
0.32024176399559895,918.9690885918251,0.16631928255567688,6.2253816938925794,-743.548575409853
0.03813263989835159,454.3142534483028,0.14364988990753438,3.216024470295167,-2665.091961737613
0.3948360830291656,1044.9935696840228,0.24568081202750594,3.9400589025917405,-1012.6312494479355
0.5149197249681053,811.8246576665076,0.4215425334129648,1.528396315875609,-1034.830765480629
