x1,x2,x3,x4,x5,y
0.2704163496083567,0.3301638645369603,0.08972189670290487,0.3056722507600507,0.06726749045393904,2.2662859145133596
0.35540148798275545,0.22010302243270297,0.2387131426672795,0.2317796541301016,0.19915850056774184,1.965168787127438
0.6253089709242959,0.6289362473303408,0.511066923190221,0.35673843689565,0.5825128671108032,4.847903822283055
0.6603216051729752,0.5825165260744203,0.1530795626920553,0.12452833153755315,0.4957225523542477,4.405662699997037
0.10479032622619527,0.0751582778288635,0.4662940959964826,0.16364717603609485,0.21270366438861038,1.3360208454438414
0.2331905532359058,0.5029746967260779,0.3167080017529218,0.15502841894899616,0.06392461458574057,2.9156676406536386
0.1918439140621559,0.3159850869542164,0.3948408884235993,0.40116519595804195,0.48016759688450933,2.693773003954652
0.5728831802387798,0.46614102983854017,0.32164764527439393,0.008833836814172668,0.6989076276506324,3.849664386467683
0.02352928483447113,0.4216571265819199,0.5359454333757021,0.39445059212941386,0.1134808483838774,2.4327933941820934
0.4778032167217829,0.050236420681178534,0.2609797485670491,0.23826261861479225,0.4993771567716654,1.6054425036329127
0.3429100775614838,0.1943581363097722,0.6605877047031538,0.4424089437191314,0.1820493726857741,1.900285097811799
0.3672346376726687,0.015639439702485946,0.3737696330690983,0.2100341858538438,0.3715704876489513,1.3066414739334193
0.4672144069344717,0.43544609491614356,0.07539550538989474,0.381617768261635,0.542447837083657,3.449361221416158
0.4473885405169693,0.6853093728703419,0.35608373111235775,0.0214131113785741,0.4355436363156574,4.453924528800792
0.03554937014868548,0.5793288469715285,0.6791290836254384,0.5578184325050353,0.22487066573846004,3.2122386820817397
0.6284104907231988,0.1184826876087685,0.6845065397462619,0.4042255187409462,0.08635541790663145,1.4937807562429921
0.16697400167898477,0.3507570281957493,0.6636510075480844,0.10738154189311658,0.6524344967612276,2.888001651928615
0.5596691112055423,0.36299401858854896,0.4303611203647018,0.3865427595549821,0.3406502849619005,3.0894680012987292
0.27703827096704636,0.22118556201268794,0.1089312317738431,0.4656844247762445,0.662681480688838,2.4438626581906404
0.45385125040994556,0.05602045214209694,0.1860851988092088,0.5995470290626091,0.4268841250187138,1.5710284283956322
0.5294070572434878,0.35576933162425883,0.5933918200079376,0.5631506726638761,0.4101894105266479,3.2424337575281723
0.4826606589609366,0.4521047480956137,0.3578632489696334,0.2562660611219779,0.5891885680185165,3.6500466924996835
0.2296715919269315,0.32238059263238816,0.3917616615992444,0.5144848865306572,0.34631719840225744,2.5649044599250055
0.45838108096885777,0.5880874697038438,0.6379242350267958,0.4205579952356271,0.5831294494659385,4.495493787488817
0.15928498013902284,0.1722312046536703,0.40086019410475915,0.14326361082341033,0.1470130350807035,1.6272653501294299
0.6685301929344308,0.46163491485202324,0.3624714912271064,0.13145637583963463,0.1387724213130535,3.3689959667688045
0.3224146428845728,0.3566567291352422,0.14235297373499506,0.6253737792623032,0.6111458001740673,3.048981650224964
0.010425037033425899,0.3433278619299836,0.26629157422993344,0.5310878703116754,0.10962878698400104,2.081965698383752
0.45586160569261835,0.15326899994922166,0.0058334499604149265,0.3900390269567285,0.518608133132447,2.0057031203580906
0.2524160441648132,0.6284666879857853,0.16124744480840345,0.6331576177979243,0.398863044943895,3.8652446873440987
0.4538749199055331,0.4415321447937344,0.45845109875901946,0.42067019838589675,0.27319393492173727,3.2665943112778733
0.25221410240778575,0.2623158190533817,0.47727094100103135,0.35336668555341033,0.39595799339025517,2.3756616750178794
0.3806784198499266,0.4415973037278901,0.5718986301491102,0.6987631769162201,0.5298242527576279,3.750743222369916
0.48725775056853915,0.6526634615015505,0.568497338029736,0.2346833568560198,0.6944244110086737,4.839177421297699
0.5586538407323671,0.24721470152961925,0.23061908710958934,0.3127089889412139,0.17980260340089366,2.244298064070374
0.2794917085892951,0.28353670823721955,0.6524627050803828,0.570656811472082,0.09923705915690993,2.132430759105071
0.08623279346441218,0.6546364326687388,0.4873824231374579,0.650254384526818,0.5327787950065935,4.076579069510621
0.4206112882221463,0.5584030196172146,0.1547655617206338,0.01660474980257962,0.6994019705623061,4.097287134503082
0.2882245131764524,0.2956098491148431,0.1415102037740676,0.3646608952542907,0.2817485981281496,2.347532294823057
0.5213939482230324,0.5785765573007099,0.5814362981381123,0.5387475715903232,0.5827378942520028,4.532225673534171
0.04362886325540419,0.1993887300017545,0.2834119731564985,0.05825228066694032,0.22557803907701082,1.7486557791660924
0.3423425501661591,0.4121640129857807,0.19415027053021244,0.6433968074901598,0.37775664452377883,3.06358280078646
0.6764980883455997,0.43667420065751833,0.5474022842415616,0.3834031937927546,0.3559877628720428,3.619551043167604
0.39965319049955894,0.5058064210275641,0.27645154625156076,0.2487280730635672,0.535967927989618,3.7069331352849724
0.3625713930532065,0.35542886895947734,0.2991659163316629,0.4828286673508621,0.12273512734661585,2.5107280861899386
0.40519551498566825,0.27815626203642535,0.5064895453791998,0.6304778631264083,0.020307383240840658,2.126068821227566
0.42246765445710577,0.45049052824388647,0.03880516892310429,0.6990817556724596,0.5784193556092657,3.5037990251002573
0.04944906019524206,0.4992051969728117,0.38361149364230485,0.27568120830535353,0.29637780667522196,2.9634395477289086
0.2094744634748661,0.6752892732324468,0.6180499874479238,0.11179984854761775,0.18237621067287194,3.7247795494404516
0.09809119627039246,0.4500802959162262,0.03126664276325542,0.16022816602112405,0.27531894542840535,2.721686833254104
0.43031274049312135,0.2958696292804324,0.2976528874467426,0.6679046025096829,0.17276871451689804,2.348576389438769
0.17948391912007858,0.055606002455704844,0.4904409271968473,0.26564609187989385,0.5894297634536012,1.7339734752295672
0.5372105322662312,0.24061574389400076,0.6369743470750868,0.28263598232813714,0.06892454086928927,2.0871572855952336
0.2058721168856087,0.32032061032244236,0.04190353805961757,0.6447236201533078,0.4430452500535244,2.5393541996266378
0.43697009001684567,0.5220684507986985,0.43117742195270836,0.6828113865445423,0.5553857637394852,4.086806455065978
0.5348151759522526,0.4275629983172959,0.18039969772121983,0.30562303227972165,0.018859891791197958,2.944670249425609
0.32856503558706374,0.34830959526718436,0.05607654176451479,0.0015453804913713618,0.5340196797902126,2.856485665947138
0.4681782771911378,0.3107650766749356,0.6398120257546852,0.12088992391169463,0.07013339731072037,2.3515882026940442
0.22134079255825267,0.5631428413869736,0.6801976937254695,0.16008697215071127,0.4633628446934632,3.640885753129559
0.29027167297104667,0.04380928659845229,0.3959005035315185,0.42120000560302634,0.5587099750819066,1.7270376785227743
0.5814572820586829,0.1937722667190934,0.5061658943399575,0.5619547535602852,0.27946518251502733,2.2187534116234473
